OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AKSL14-03,AKSL14-03,Estuary,Simpson Lagoon,19060401,,,,,70.5132900000,-149.3030500000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AKSL14-04,AKSL14-04,Estuary,Simpson Lagoon,19060401,,,,,70.5134300000,-149.6282300000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AKSL14-05,AKSL14-05,Estuary,Simpson Lagoon,19060401,,,,,70.5111500000,-149.7497900000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AKSL14-06,AKSL14-06,Estuary,Gwydyr Bay,19060401,,,,,70.4780700000,-149.0942100000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AKSL14-07,AKSL14-07,Estuary,Simpson Lagoon,19060401,,,,,70.5304500000,-149.3679800000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AKSL14-08,AKSL14-08,Estuary,Simpson Lagoon,19060401,,,,,70.5281800000,-149.7215300000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AKSL14-10,AKSL14-10,Estuary,Gwydyr Bay,19060401,,,,,70.4572600000,-149.0045300000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AKSL14-11,AKSL14-11,Estuary,Simpson Lagoon,19060401,,,,,70.5200700000,-149.4308600000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AKSL14-12,AKSL14-12,Estuary,Simpson Lagoon,19060401,,,,,70.5246100000,-149.5576200000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AKSL14-13,AKSL14-13,Estuary,Gwydyr Bay,19060401,,,,,70.4688300000,-148.9183800000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AKSL14-14,AKSL14-14,Estuary,Gwydyr Bay,19060401,,,,,70.4799600000,-149.0606800000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AKSL14-15,AKSL14-15,Estuary,Simpson Lagoon,19060401,,,,,70.5192900000,-149.7041300000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AKSL14-16,AKSL14-16,Estuary,Simpson Lagoon,19060401,,,,,70.5170100000,-149.5058100000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AKSL14-17,AKSL14-17,Estuary,Gwydyr Bay,19060401,,,,,70.4334200000,-148.7852500000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AKSL14-18,AKSL14-18,Estuary,Gwydyr Bay,19060401,,,,,70.4749500000,-149.1041100000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AKSL14-19,AKSL14-19,Estuary,Simpson Lagoon,19060401,,,,,70.5027100000,-149.4094700000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AKSL14-20,AKSL14-20,Estuary,Simpson Lagoon,19060401,,,,,70.5430400000,-149.7176500000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AKSL14-21,AKSL14-21,Estuary,Gwydyr Bay,19060401,,,,,70.4740800000,-148.9011800000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NLA13-AK0001,NLA13-AK0001,Lake,,19080403,,,,,69.9984900000,-152.6291400000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NLA13-AK0003,NLA13-AK0003,Lake,,19010210,,,,,70.4388300000,-157.6901400000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NLA13-AK0004,NLA13-AK0004,Lake,,19090105,,,,,70.4855300000,-155.2555400000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NLA13-AK0005,NLA13-AK0005,Lake,,19090305,,,,,69.8721900000,-151.9206500000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NLA13-AK0006,NLA13-AK0006,Lake,,19080403,,,,,69.9139300000,-152.8824900000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NLA13-AK0007,NLA13-AK0007,Lake,,19090303,,,,,70.5222200000,-154.1449100000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NLA13-AK0008,NLA13-AK0008,Lake,,19080302,,,,,70.0975000000,-154.3685000000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NLA13-AK0010,NLA13-AK0010,Lake,,19080104,,,,,70.9801700000,-154.9939700000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NLA13-AK0014,NLA13-AK0014,Lake,,19080108,,,,,70.8398100000,-156.4799000000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NLA13-AK0020,NLA13-AK0020,Lake,,19080303,,,,,70.8083900000,-155.7360200000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NLA13-AK0021,NLA13-AK0021,Lake,,19080309,,,,,70.8622800000,-157.3363800000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NLA13-AK0027,NLA13-AK0027,Lake,,19090303,,,,,70.8629500000,-156.1933400000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NLA13-AK0028,NLA13-AK0028,Lake,,19090303,,,,,70.6433700000,-154.3577400000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NLA13-AK0030,NLA13-AK0030,Lake,,19010211,,,,,69.9248800000,-153.1730700000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NLA13-AK0032,NLA13-AK0032,Lake,,19080106,,,,,70.0483100000,-154.8845700000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NLA13-AK0033,NLA13-AK0033,Lake,,19010210,,,,,70.2606900000,-157.9104900000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NLA13-AK0034,NLA13-AK0034,Lake,,19090304,,,,,70.4131000000,-155.2399000000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NLA13-AK0035,NLA13-AK0035,Lake,,19090301,,,,,70.1479000000,-153.7108600000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NLA13-AK0036,NLA13-AK0036,Lake,,19090103,,,,,70.0588200000,-155.2686300000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NLA13-AK0037,NLA13-AK0037,Lake,,19070402,,,,,70.5550200000,-154.9032900000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NLA13-AK0038,NLA13-AK0038,Lake,,19090201,,,,,69.7834600000,-152.5947300000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NLA13-AK0041,NLA13-AK0041,Lake,,19080307,,,,,70.5831700000,-152.2664500000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NLA13-AK0044,NLA13-AK0044,Lake,,19080302,,,,,70.9706300000,-154.6983000000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NLA13-AK0045,NLA13-AK0045,Lake,,19080202,,,,,70.8995900000,-153.2715500000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NLA13-AK0047,NLA13-AK0047,Lake,,19010209,,,,,71.2788200000,-156.6323500000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NLA13-AK0048,NLA13-AK0048,Lake,,19090204,,,,,70.0102600000,-153.0951200000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NLA13-AK0051,NLA13-AK0051,Lake,,19090204,,,,,69.9562400000,-152.9389500000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NLA13-AK0052,NLA13-AK0052,Lake,,19090302,,,,,70.7905700000,-154.4563800000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NLA13-AK0053,NLA13-AK0053,Lake,,19090302,,,,,70.7949600000,-154.5207800000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NLA13-AK0054,NLA13-AK0054,Lake,,19070402,,,,,71.2505100000,-156.7724600000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NLA13-AK0059,NLA13-AK0059,Lake,,19090108,,,,,70.2274800000,-153.1568800000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NRSA15-AK001,NRSA15-AK001,River/Stream,Site surveyed during the AKMAP 2015 National Rivers and Streams Assessment survey.,19060203,,,,,70.0521000000,-156.5475000000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NRSA15-AK002,NRSA15-AK002,River/Stream,Site surveyed during the AKMAP 2015 National Rivers and Streams Assessment survey.,19060206,,,,,70.5129000000,-155.1909000000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NRSA15-AK008,NRSA15-AK008,River/Stream,Site surveyed during the AKMAP 2015 National Rivers and Streams Assessment survey.,19060203,,,,,70.5086000000,-156.4553000000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NRSA15-AK015,NRSA15-AK015,River/Stream,Site surveyed during the AKMAP 2015 National Rivers and Streams Assessment survey.,19060206,,,,,70.5145000000,-155.6429000000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NRSA15-AK024,NRSA15-AK024,River/Stream,Site surveyed during the AKMAP 2015 National Rivers and Streams Assessment survey.,19060204,,,,,70.4247000000,-153.3260000000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NRSA15-AK025,NRSA15-AK025,River/Stream,Site surveyed during the AKMAP 2015 National Rivers and Streams Assessment survey.,19060205,,,,,69.9458000000,-153.3597000000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NRSA15-AK147,NRSA15-AK147,River/Stream,Site surveyed during the AKMAP 2015 National Rivers and Streams Assessment survey.,19060203,,,,,70.7822000000,-157.2348000000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NRSA15-AK148,NRSA15-AK148,River/Stream,Site surveyed during the AKMAP 2015 National Rivers and Streams Assessment survey.,19060206,,,,,70.6844000000,-154.9189000000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NRSA15-AK155,NRSA15-AK155,River/Stream,Site surveyed during the AKMAP 2015 National Rivers and Streams Assessment survey.,19060203,,,,,70.6197000000,-157.7346000000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NRSA15-AK157,NRSA15-AK157,River/Stream,Site surveyed during the AKMAP 2015 National Rivers and Streams Assessment survey.,19060204,,,,,70.5533000000,-154.5175000000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NRSA15-AK167,NRSA15-AK167,River/Stream,Site surveyed during the AKMAP 2015 National Rivers and Streams Assessment survey.,19060202,,,,,71.2686000000,-156.5699000000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NRSA15-AK175,NRSA15-AK175,River/Stream,Site surveyed during the AKMAP 2015 National Rivers and Streams Assessment survey.,19060204,,,,,69.9567000000,-154.0060000000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NRSA15-AK183,NRSA15-AK183,River/Stream,Site surveyed during the AKMAP 2015 National Rivers and Streams Assessment survey.,19060204,,,,,70.3087000000,-154.6343000000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NRSA15-AK185,NRSA15-AK185,River/Stream,Site surveyed during the AKMAP 2015 National Rivers and Streams Assessment survey.,19060204,,,,,70.2759000000,-154.3860000000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NRSA15-AK186,NRSA15-AK186,River/Stream,Site surveyed during the AKMAP 2015 National Rivers and Streams Assessment survey.,19060205,,,,,70.4381000000,-152.5344000000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NRSA15-AK194,NRSA15-AK194,River/Stream,Site surveyed during the AKMAP 2015 National Rivers and Streams Assessment survey.,19060206,,,,,70.0731000000,-155.2492000000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NRSA15-AK210,NRSA15-AK210,River/Stream,Site surveyed during the AKMAP 2015 National Rivers and Streams Assessment survey.,19060203,,,,,70.1287000000,-157.5712000000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NRSA15-AK223,NRSA15-AK223,River/Stream,Site surveyed during the AKMAP 2015 National Rivers and Streams Assessment survey.,19060203,,,,,70.2898000000,-157.7710000000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NWCA11-AK-0001,NWCA11-AK-0001,Wetland Palustrine-Emergent,,,,,,,69.9920900000,-152.6529800000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NWCA11-AK-0003,NWCA11-AK-0003,Wetland Palustrine-Emergent,,,,,,,70.4374400000,-157.6767600000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NWCA11-AK-0004,NWCA11-AK-0004,Wetland Palustrine-Emergent,,,,,,,70.4981200000,-155.2610500000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NWCA11-AK-0005,NWCA11-AK-0005,Wetland Palustrine-Emergent,,,,,,,69.8811000000,-151.8890800000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NWCA11-AK-0007,NWCA11-AK-0007,Wetland Palustrine-Emergent,,,,,,,70.5154200000,-154.1450200000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NWCA11-AK-0008,NWCA11-AK-0008,Wetland Palustrine-Emergent,,,,,,,70.1015000000,-154.3650700000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NWCA11-AK-0020,NWCA11-AK-0020,Wetland Palustrine-Emergent,,,,,,,70.7988100000,-155.6997400000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NWCA11-AK-0021,NWCA11-AK-0021,Wetland Palustrine-Emergent,,,,,,,70.8615200000,-157.3329600000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NWCA11-AK-0026,NWCA11-AK-0026,Wetland Palustrine-Emergent,,,,,,,70.6727900000,-154.7667800000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NWCA11-AK-0027,NWCA11-AK-0027,Wetland Palustrine-Emergent,,,,,,,70.8647100000,-156.1830300000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NWCA11-AK-0028,NWCA11-AK-0028,Wetland Palustrine-Emergent,,,,,,,70.6386400000,-154.3499000000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NWCA11-AK-0029,NWCA11-AK-0029,Wetland Palustrine-Emergent,,,,,,,70.3602300000,-153.5041000000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NWCA11-AK-0032,NWCA11-AK-0032,Wetland Palustrine-Emergent,,,,,,,70.0515800000,-154.8819700000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NWCA11-AK-0033,NWCA11-AK-0033,Wetland Palustrine-Emergent,,,,,,,70.2595200000,-157.8990900000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NWCA11-AK-0034,NWCA11-AK-0034,Wetland Palustrine-Emergent,,,,,,,70.4098200000,-155.2400100000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NWCA11-AK-0035,NWCA11-AK-0035,Wetland Palustrine-Emergent,,,,,,,70.1410800000,-153.7133300000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NWCA11-AK-0036,NWCA11-AK-0036,Wetland Palustrine-Emergent,,,,,,,70.0555500000,-155.2458500000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NWCA11-AK-0038,NWCA11-AK-0038,Wetland Palustrine-Emergent,,,,,,,69.7837800000,-152.5759300000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NWCA11-AK-0044,NWCA11-AK-0044,Wetland Palustrine-Emergent,,,,,,,70.9784900000,-154.6738900000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NWCA11-AK-0045,NWCA11-AK-0045,Wetland Palustrine-Emergent,,,,,,,70.9109600000,-153.2542900000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NWCA11-AK-0047,NWCA11-AK-0047,Wetland Palustrine-Emergent,,,,,,,71.2764700000,-156.6335300000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-NWCA11-AK-0048,NWCA11-AK-0048,Wetland Palustrine-Emergent,,,,,,,70.0040000000,-153.0977800000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECWQ,Alaska Dept of Environmental Conservation - Water Quality,AKDECWQ-UQK01_HSLP,Utqiagvik 01,Ocean,"North of Naval Arcitc Research Lab, Utqiagvik NE",19060202,,,,,71.3334800000,-156.6724000000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECWQ,Alaska Dept of Environmental Conservation - Water Quality,AKDECWQ-UQK02_HSLP,Utqiagvik 02,Ocean,Utq Ctr,19060202,,,,,71.3056200000,-156.7633000000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECWQ,Alaska Dept of Environmental Conservation - Water Quality,AKDECWQ-UQK03_HSLP,Utqiagvik 03,Ocean,,19060202,,,,,71.2929400000,-156.7967000000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECWQ,Alaska Dept of Environmental Conservation - Water Quality,AKDECWQ-UQK04_HSLP,Utqiagvik 04,Ocean,,19060202,,,,,71.2821000000,-156.8254000000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
